,Imie,Rozszerzenie,Nazwa_pliku,Data_utworzenia,Data_ostatniej_modefikacji,Liczba_linii,Liczba_wierszy,Liczba_znaków,<=,>=,<,>,==,private,public,protected,abstract,final,static,default,void,byte,short,int,long,float,double,boolean,char,String,class,enum,interface,annotation,extends,new,if,else,return,throw,throws,import,catch,package,liczba_znakow_w_komantarzu_w_linii,liczba_komentarzy_w_linii,liczba_znakow_w_komentarzu_w_bloku,liczba_komentarzy_w_bloku,liczba_cudzyslowow_apostrofowych,liczba_cudzyslowow_pojedynczych,Najdluzszy_wyraz,Brak odstepu,Liczba linijek odstepu,2 linijki odstepu,1 linijki odstepu,3 linijki odstepu,5 linijki odstepu,4 linijki odstepu,7 linijki odstepu,6 linijki odstepu,10 linijki odstepu
22,Malgosia,java,ZaDuzoLudziException.java,2023-04-23,2023-04-23,8,18,170,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,ZaDuzoLudziException,157,8.0,2.0,4.0,,,,,,
23,Malgosia,java,OsobaZZewnatrz.java,2023-04-23,2023-04-23,11,21,289,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,OsobaZZewnatrz,270,11.0,2.0,7.0,,,,,,
24,Malgosia,java,Student.java,2023-04-23,2023-04-23,9,14,204,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,package,189,9.0,2.0,5.0,,,,,,
25,Malgosia,java,Studentka.java,2023-04-23,2023-04-23,10,14,211,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Studentka,194,10.0,2.0,6.0,,,,,,
26,Malgosia,java,Uczestnik.java,2023-04-23,2023-04-23,114,202,2134,0,0,0,0,3,5,11,5,0,3,4,0,4,0,0,6,0,0,0,1,0,4,1,0,0,0,0,4,3,0,9,0,0,1,0,1,0,0,0,0,60,0,imionaMeskie,1921,114.0,10.0,89.0,,1.0,,,,
27,Malgosia,java,Main.java,2023-04-02,2023-04-02,12,21,232,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,ObiektyKopalne,212,11.0,2.0,7.0,,,,,,
28,Malgosia,java,package-info.java,2023-04-02,2023-04-02,1,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,package,42,,,,,,,,,
29,Malgosia,java,ObiektyKopalne.java,2023-04-02,2023-04-02,19,28,286,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,bazowaWartoscRynkowa,251,19.0,2.0,15.0,,,,,,
30,Malgosia,java,package-info.java,2023-04-02,2023-04-02,1,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,package,57,,,,,,,,,
31,Malgosia,java,module-info.java,2023-03-06,2023-03-06,9,13,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,module,35,8.0,,8.0,,,,,,
32,Malgosia,java,Dzdzownica.java,2023-03-13,2023-03-14,14,30,269,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Dzdzownica,245,13.0,2.0,9.0,,,,,,
33,Malgosia,java,Environment.java,2023-03-13,2023-03-14,87,253,1792,0,0,0,0,0,0,5,0,0,2,2,0,2,0,0,14,0,0,0,0,0,2,1,0,0,0,0,10,5,0,2,0,0,1,0,1,0,0,0,0,12,0,WODzdzownicy,1621,87.0,2.0,83.0,,,,,,
34,Malgosia,java,Gleba.java,2023-03-13,2023-03-13,15,28,273,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,glebaGestosc,246,15.0,2.0,11.0,,,,,,
35,Malgosia,java,Kret.java,2023-03-14,2023-03-14,41,78,900,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,1,0,1,0,0,0,0,4,0,losujMiejsce,823,41.0,4.0,33.0,,,,,,
36,Malgosia,java,Larwa.java,2023-03-13,2023-03-13,13,29,262,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,larwaMasa,237,13.0,,13.0,,,,,,
37,Malgosia,java,Main.java,2023-03-13,2023-03-14,8,24,169,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,Environment,155,8.0,1.0,6.0,,,,,,
38,Malgosia,java,MoleMotion.java,2023-03-14,2023-03-14,10,14,137,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MoleMotion,120,10.0,2.0,6.0,,,,,,
39,Malgosia,java,ObiektyZiemne.java,2023-03-13,2023-03-13,9,16,159,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,package,143,9.0,1.0,7.0,,,,,,
40,Malgosia,java,Organizmy.java,2023-03-13,2023-03-13,12,20,173,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ObiektyZiemne,152,12.0,2.0,8.0,,,,,,
41,Malgosia,java,package-info.java,2023-03-13,2023-03-13,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,package,13,,,,,,,,,
42,Malgosia,java,Demonstrator.java,2023-03-27,2023-03-27,8,14,110,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Demonstrator,97,8.0,,5.0,1.0,,,,,
43,Malgosia,java,Kot.java,2023-03-27,2023-03-27,10,19,120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,package,103,10.0,,7.0,1.0,,,,,
44,Malgosia,java,Mazeby.java,2023-03-27,2023-03-27,11,21,175,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,protected,156,11.0,2.0,7.0,,,,,,
45,Malgosia,java,Mrówkojad.java,2023-03-27,2023-03-27,6,8,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Mrówkojad,67,6.0,2.0,2.0,,,,,,
46,Malgosia,java,Pies.java,2023-03-27,2023-03-27,14,18,138,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,package,115,14.0,2.0,7.0,1.0,,,,,
47,Malgosia,java,Zwierze.java,2023-03-27,2023-03-27,9,8,78,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,abstract,63,9.0,2.0,5.0,,,,,,
48,Malgosia,java,Czlowiek.java,2023-05-22,2023-05-22,76,194,1566,0,0,0,0,3,5,11,0,1,0,0,0,1,1,0,6,0,0,3,7,0,1,1,0,0,0,0,1,4,0,11,1,1,3,0,1,15,1,0,0,10,0,WrongIdException,1426,76.0,11.0,54.0,,,,,,
49,Malgosia,java,WrongIdException.java,2023-05-22,2023-05-22,9,14,153,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,WrongIdException,138,9.0,2.0,5.0,,,,,,
50,Malgosia,java,Kobieta.java,2023-05-22,2023-05-22,31,74,806,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,1,0,0,1,2,0,4,1,0,0,0,1,0,0,0,2,0,1,4,0,1,0,0,0,0,2,0,WrongIdException,751,31.0,6.0,19.0,,,,,,
51,Malgosia,java,Main.java,2023-05-21,2023-05-22,25,42,588,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,2,0,MyProcessor,543,25.0,4.0,17.0,,,,,,
52,Malgosia,java,Mezczyzna.java,2023-05-22,2023-05-22,31,77,828,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,1,0,0,1,5,0,1,1,0,0,0,1,0,0,0,2,0,1,4,0,1,0,0,0,0,2,0,WrongIdException,773,31.0,6.0,19.0,,,,,,
53,Malgosia,java,MyParser.java,2023-05-22,2023-05-22,65,163,1839,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,3,0,0,0,5,0,2,1,0,0,0,0,4,1,0,3,0,3,8,0,1,24,1,0,0,4,0,WrongIdException,1714,65.0,4.0,57.0,,,,,,
54,Malgosia,java,GetDataVisitor.java,2023-05-22,2023-05-22,26,40,486,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,0,1,3,1,0,0,0,0,GetDataVisitor,439,26.0,4.0,18.0,,,,,,
55,Malgosia,java,MyProcessor.java,2023-05-22,2023-05-22,32,54,661,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,0,4,0,1,0,0,0,0,0,0,GetDataVisitor,602,32.0,4.0,24.0,,,,,,
56,Malgosia,java,VisitGetWomanData.java,2023-05-22,2023-05-22,11,21,279,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,VisitGetWomanData,261,11.0,3.0,5.0,,,,,,
57,Malgosia,java,KebabCiasto.java,2023-05-21,2023-05-23,57,155,1416,0,0,0,0,2,1,8,0,0,1,0,0,2,0,0,4,0,0,1,4,0,1,1,0,0,0,1,0,3,0,7,0,0,5,0,1,0,0,0,0,12,0,KebabCiasto,1312,57.0,9.0,39.0,,,,,,
58,Malgosia,java,Kebab.java,2023-05-21,2023-05-21,76,173,1367,0,0,0,0,6,4,13,0,1,0,0,0,5,1,0,4,0,0,3,1,0,0,1,0,0,0,0,0,3,0,9,0,0,2,0,1,0,0,0,0,0,0,abstract,1230,76.0,14.0,48.0,,,,,,
59,Malgosia,java,Mieso.java,2023-05-21,2023-05-21,7,10,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,package,81,7.0,2.0,3.0,,,,,,
60,Malgosia,java,Rozmiar.java,2023-05-21,2023-05-21,7,10,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,package,68,7.0,2.0,3.0,,,,,,
61,Malgosia,java,Main.java,2023-05-21,2023-05-21,26,42,588,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,2,0,KebabProcessor,540,26.0,3.0,20.0,,,,,,
62,Malgosia,java,KebabParser.java,2023-05-21,2023-05-21,67,148,2024,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,5,1,0,3,0,0,10,0,1,0,0,0,0,8,0,KebabParser,1895,67.0,4.0,59.0,,,,,,
63,Malgosia,java,GetKebabVisitor.java,2023-05-21,2023-05-21,32,54,735,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,6,0,1,15,1,0,0,0,0,GetKebabVisitor,676,32.0,4.0,24.0,,,,,,
64,Malgosia,java,KebabProcessor.java,2023-05-21,2023-05-21,38,73,774,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,4,0,GetKebabVisitor,702,38.0,3.0,32.0,,,,,,
65,Malgosia,java,KebabVisitor.java,2023-05-21,2023-05-21,12,21,290,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,KebabVisitor,270,12.0,3.0,6.0,,,,,,
66,Malgosia,java,Dodatek.java,2023-05-21,2023-05-21,7,10,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,package,80,7.0,2.0,3.0,,,,,,
67,Malgosia,java,KebabTalerz.java,2023-05-21,2023-05-21,67,190,1708,0,0,0,0,3,2,10,0,0,1,0,0,3,0,0,4,0,0,1,4,0,1,1,0,0,0,1,0,3,0,8,0,0,5,0,1,0,0,0,0,14,0,KebabTalerz,1586,67.0,11.0,45.0,,,,,,
68,Malgosia,java,Arrival.java,2023-05-20,2023-05-20,65,127,1325,0,0,0,0,1,3,10,0,0,0,0,0,4,0,0,3,0,0,0,4,0,5,1,0,0,0,1,0,3,0,7,0,0,4,0,1,0,0,0,0,0,0,package,1210,65.0,11.0,39.0,,,1.0,,,
69,Malgosia,java,CheckIn.java,2023-05-20,2023-05-20,22,44,490,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,2,0,WrongCheckInValueException,450,22.0,3.0,16.0,,,,,,
70,Malgosia,java,Departure.java,2023-05-20,2023-05-20,74,127,1314,0,0,0,0,1,3,10,0,0,0,0,0,4,0,0,0,0,0,0,1,0,5,1,0,0,0,1,0,3,0,7,0,0,4,0,1,0,0,0,0,0,0,Departure,1189,74.0,4.0,40.0,6.0,,2.0,,,
71,Malgosia,java,Status.java,2023-05-20,2023-05-20,6,10,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,package,90,6.0,2.0,2.0,,,,,,
72,Malgosia,java,FlightsParser.java,2023-05-20,2023-05-20,61,150,1778,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,0,5,1,0,3,0,2,8,0,1,0,0,0,0,4,0,WrongCheckInValueException,1661,61.0,4.0,53.0,,,,,,
73,Malgosia,java,WrongCheckInValueException.java,2023-05-20,2023-05-20,9,23,234,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,WrongCheckInValueException,219,9.0,2.0,5.0,,,,,,
74,Malgosia,java,Flight.java,2023-05-20,2023-05-22,74,168,1558,0,0,0,0,3,3,13,0,1,0,0,0,6,1,0,2,0,0,0,1,0,8,1,0,0,0,0,0,3,0,9,0,0,4,0,1,61,1,0,0,0,0,implements,1424,74.0,13.0,48.0,,,,,,
75,Malgosia,java,FlightVisitor.java,2023-05-20,2023-05-20,13,23,309,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,FlightVisitor,288,13.0,4.0,5.0,,,,,,
76,Malgosia,java,Main.java,2023-05-20,2023-05-20,47,73,1224,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,7,1,1,85,3,0,0,8,0,FlightsProcessor,1135,47.0,4.0,39.0,,,,,,
77,Malgosia,java,FlightsProcessor.java,2023-05-20,2023-05-20,44,62,866,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,7,0,1,0,0,0,0,0,0,GetFlightsVisitor,783,44.0,4.0,36.0,,,,,,
78,Malgosia,java,GetFlightsVisitor.java,2023-05-20,2023-05-20,25,45,614,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,6,0,1,0,0,0,0,0,0,GetFlightsVisitor,569,25.0,4.0,17.0,,,,,,
79,Malgosia,java,Faktura.java,2023-05-20,2023-05-20,57,129,1276,0,0,0,0,2,2,9,0,0,0,0,0,3,0,0,1,0,0,4,1,0,5,1,0,0,0,1,0,3,0,7,0,1,5,0,1,0,0,0,0,0,0,WrongDateException,1174,57.0,11.0,35.0,,,,,,
80,Malgosia,java,Main.java,2023-05-20,2023-05-20,25,48,712,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,2,1,32,1,0,0,2,0,AccountingProofProcessor,666,25.0,3.0,19.0,,,,,,
81,Malgosia,java,Papierek.java,2023-05-20,2023-05-20,67,146,1301,0,0,0,0,0,4,11,0,1,0,0,0,5,1,0,0,0,0,3,0,0,8,1,0,0,0,0,3,1,0,4,1,1,4,2,1,127,3,143,1,2,0,WrongDateException,1180,67.0,12.0,43.0,,,,,,
82,Malgosia,java,WrongDateException.java,2023-05-20,2023-05-20,5,8,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,WrongDateException,92,5.0,2.0,1.0,,,,,,
83,Malgosia,java,Paragon.java,2023-05-20,2023-05-20,65,152,1511,0,0,0,0,3,2,10,0,0,0,0,0,3,0,0,4,0,0,1,4,0,3,1,0,0,0,1,0,3,0,8,0,1,5,0,1,0,0,0,0,0,0,WrongDateException,1393,65.0,11.0,43.0,,,,,,
84,Malgosia,java,AccountingProofParser.java,2023-05-20,2023-05-22,71,175,2122,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,1,0,0,2,1,0,10,1,0,0,0,0,5,1,0,3,0,3,9,0,1,227,8,0,0,6,0,AccountingProofParser,1985,71.0,4.0,63.0,,,,,,
85,Malgosia,java,GetParser.java,2023-05-20,2023-05-20,29,55,613,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,6,0,1,18,2,0,0,0,0,implements,560,29.0,4.0,21.0,,,,,,
86,Malgosia,java,InterfaceParser.java,2023-05-20,2023-05-20,10,21,276,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,InterfaceParser,260,10.0,3.0,4.0,,,,,,
87,Malgosia,java,AccountingProofProcessor.java,2023-05-20,2023-05-22,89,176,1934,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,2,1,1,0,0,9,0,1,133,5,44,1,4,0,AccountingProofProcessor,1760,89.0,3.0,83.0,,,,,,
88,Malgosia,java,Klasyfikacja.java,2023-05-23,2023-05-23,7,10,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Klasyfikacja,84,7.0,2.0,3.0,,,,,,
89,Malgosia,java,Latanie.java,2023-05-23,2023-05-23,79,151,1139,0,0,0,0,2,4,12,0,0,0,0,0,4,0,0,1,0,0,0,1,0,5,1,0,0,0,0,0,3,0,9,0,0,2,0,1,0,0,0,0,0,0,Klasyfikacja,1005,79.0,8.0,43.0,,,5.0,,,
90,Malgosia,java,Main.java,2023-05-23,2023-05-23,24,53,580,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,2,1,32,1,0,0,6,0,SimpleDateFormat,536,24.0,3.0,18.0,,,,,,
91,Malgosia,java,Motoparalotnia.java,2023-05-23,2023-05-23,20,46,385,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,37,1,0,0,0,0,Motoparalotnia,350,20.0,2.0,13.0,1.0,,,,,
92,Malgosia,java,MyBuffered.java,2023-05-23,2023-05-23,30,55,581,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,1,0,1,5,0,1,37,1,0,0,2,0,constructor,526,30.0,4.0,22.0,,,,,,
93,Malgosia,java,OccurencesParser.java,2023-05-23,2023-05-23,95,224,2534,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,1,0,14,1,0,0,0,0,8,2,0,4,0,4,7,0,1,0,0,0,0,24,0,OccurencesParser,2350,95.0,3.0,86.0,1.0,,,,,
94,Malgosia,java,Spadochron.java,2023-05-23,2023-05-23,17,38,296,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,37,1,0,0,0,0,Klasyfikacja,267,17.0,4.0,9.0,,,,,,
95,Malgosia,java,Szybowiec.java,2023-05-23,2023-05-23,19,54,392,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,1,37,1,0,0,0,0,Klasyfikacja,359,19.0,4.0,11.0,,,,,,
96,Malgosia,java,PlikiPoczatek.java,2023-05-15,2023-05-15,71,191,2169,0,0,0,0,0,0,8,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,1,0,0,0,2,2,0,1,476,8,0,0,28,0,PlikiPoczatek,2031,71.0,3.0,65.0,,,,,,
97,Malgosia,java,StreamPoczatek.java,2023-05-15,2023-05-15,105,274,3102,0,0,0,0,0,0,7,0,0,0,1,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,11,2,0,0,0,5,12,0,1,375,15,0,0,26,0,ClassNotFoundException,2896,105.0,3.0,99.0,,,,,,
98,Malgosia,java,Account.java,2023-03-27,2023-03-27,26,47,375,0,0,0,0,0,2,4,0,0,1,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,package,325,26.0,1.0,24.0,,,,,,
99,Malgosia,java,Item.java,2023-03-27,2023-03-27,23,40,368,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,package,324,23.0,1.0,21.0,,,,,,
100,Malgosia,java,Main.java,2023-03-27,2023-03-27,16,47,352,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,8,0,ShippingAddress,322,16.0,1.0,14.0,,,,,,
101,Malgosia,java,Order.java,2023-03-27,2023-03-27,29,74,612,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,ShippingAddress,556,29.0,1.0,27.0,,,,,,
102,Malgosia,java,package-info.java,2023-03-27,2023-03-27,1,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,package,44,,,,,,,,,
103,Malgosia,java,Payment.java,2023-03-27,2023-03-27,17,39,330,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,kosztZamowienia,299,17.0,2.0,13.0,,,,,,
104,Malgosia,java,ShippingAddress.java,2023-03-27,2023-03-27,19,57,422,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,ShippingAddress,386,19.0,1.0,17.0,,,,,,
105,Malgosia,java,Dzialo.java,2023-04-03,2023-04-03,31,61,476,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,implements,421,30.0,2.0,22.0,,,1.0,,,
106,Malgosia,java,Fregata.java,2023-04-03,2023-04-03,19,45,446,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,package,412,19.0,1.0,14.0,1.0,,,,,
107,Malgosia,java,Gra.java,2023-04-03,2023-04-03,68,201,1603,0,0,0,0,2,2,5,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,1,0,0,0,0,8,4,3,0,0,0,1,0,1,0,0,0,0,4,0,liczbaFregat,1472,68.0,4.0,60.0,,,,,,
108,Malgosia,java,Graj.java,2023-04-03,2023-04-03,6,12,116,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,interface,106,6.0,1.0,4.0,,,,,,
109,Malgosia,java,Korweta.java,2023-04-03,2023-04-03,21,44,446,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,package,409,21.0,1.0,15.0,,,1.0,,,
110,Malgosia,java,Main.java,2023-04-03,2023-04-03,8,20,152,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,package,138,8.0,1.0,6.0,,,,,,
111,Malgosia,java,Niszczyciel.java,2023-04-03,2023-04-03,21,44,458,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,Niszczyciel,421,21.0,2.0,14.0,1.0,,,,,
112,Malgosia,java,Ostrzal.java,2023-04-03,2023-04-03,6,14,121,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,interface,112,6.0,2.0,2.0,,,,,,
